LOGGING STARTED
robot_main , [MAIN_LOOP] 567993629750 | kalman_calibration | [-1.2547446067887749,2.1380283336932252e-4]
robot_main , [CONTROLLER] 567993630675 | stability_controller | [7.143015625,-7.650361773937701,186.56852115286375]
robot_main , [MAIN_LOOP] 567993630726 | robot_frequency | [215.6165771738556,7,214.5306960194991]
robot_main , [CONTROLLER] 567993630726 | speed_controller | [0.0,0.0,99.96875,7.143015625]
robot_main , [CONTROLLER] 567993630726 | stability_controller | [7.143015625,-7.557229039628082,203.21855491506878]
robot_main , [MAIN_LOOP] 567993630777 | robot_frequency | [215.62941331320405,18,214.5306960194991]
robot_main , [CONTROLLER] 567993630777 | speed_controller | [0.0,0.0,99.96875,7.143015625]
robot_main , [CONTROLLER] 567993630777 | stability_controller | [7.143015625,-7.421423195725206,205.76474304576035]
robot_main , [MAIN_LOOP] 567993630828 | robot_frequency | [214.81563595288782,29,214.5306960194991]
robot_main , [CONTROLLER] 567993630828 | speed_controller | [0.0,0.0,99.96875,7.143015625]
robot_main , [CONTROLLER] 567993630828 | stability_controller | [7.143015625,-7.311199537154196,215.19119272341206]
robot_main , [MAIN_LOOP] 567993630879 | robot_frequency | [215.35260747019598,40,214.5306960194991]
robot_main , [CONTROLLER] 567993630879 | speed_controller | [0.0,0.0,99.96875,7.143015625]
robot_main , [CONTROLLER] 567993630879 | stability_controller | [7.143015625,-6.759379507619092,160.54509458536398]
robot_main , [MAIN_LOOP] 567993630930 | robot_frequency | [215.41782695239723,51,214.5306960194991]
robot_main , [CONTROLLER] 567993630930 | speed_controller | [0.0,0.0,99.96875,7.143015625]
robot_main , [CONTROLLER] 567993630930 | stability_controller | [7.143015625,-6.1999691680573275,136.97265525301822]
robot_main , [MAIN_LOOP] 567993630981 | robot_frequency | [215.6971895078253,62,214.5306960194991]
robot_main , [CONTROLLER] 567993630981 | speed_controller | [0.0,0.0,99.96875,7.143015625]
robot_main , [CONTROLLER] 567993630981 | stability_controller | [7.143015625,-5.685427510430037,63.63929432510727]
robot_main , [MAIN_LOOP] 567993631032 | robot_frequency | [215.81838022211346,73,214.5306960194991]
robot_main , [CONTROLLER] 567993631032 | speed_controller | [0.0,0.0,99.96875,7.143015625]
robot_main , [CONTROLLER] 567993631032 | stability_controller | [7.143015625,-5.254624803379126,164.1012639955815]
robot_main , [MAIN_LOOP] 567993631083 | robot_frequency | [215.67246212956823,84,214.5306960194991]
robot_main , [CONTROLLER] 567993631083 | speed_controller | [0.0,0.0,99.96875,7.143015625]
robot_main , [CONTROLLER] 567993631083 | stability_controller | [7.143015625,-5.009684962847805,-8.911021781594712]
robot_main , [MAIN_LOOP] 567993631134 | robot_frequency | [215.64921143284553,95,214.5306960194991]
robot_main , [CONTROLLER] 567993631134 | speed_controller | [0.0,0.0,99.96875,7.143015625]
robot_main , [CONTROLLER] 567993631134 | stability_controller | [7.143015625,-4.786165495050317,190.15200949072315]
robot_main , [MAIN_LOOP] 567993631185 | robot_frequency | [217.24609886732372,5,215.73707214122834]
robot_main , [CONTROLLER] 567993631185 | speed_controller | [0.0,0.0,99.96875,7.143015625]
robot_main , [CONTROLLER] 567993631185 | stability_controller | [7.143015625,-4.552695694107466,83.67818671945925]
robot_main , [MAIN_LOOP] 567993631235 | robot_frequency | [217.04025330086742,16,215.73707214122834]
robot_main , [CONTROLLER] 567993631235 | speed_controller | [0.0,0.0,99.96875,7.143015625]
robot_main , [CONTROLLER] 567993631235 | stability_controller | [7.143015625,-4.439003112150545,182.1652001327871]
robot_main , [MAIN_LOOP] 567993631286 | robot_frequency | [217.16143231435038,27,215.73707214122834]
robot_main , [CONTROLLER] 567993631286 | speed_controller | [0.0,0.0,99.96875,7.143015625]
robot_main , [CONTROLLER] 567993631286 | stability_controller | [7.143015625,-4.28757578914824,157.46489039524045]
robot_main , [MAIN_LOOP] 567993631337 | robot_frequency | [216.54047976580168,38,215.73707214122834]
robot_main , [CONTROLLER] 567993631337 | speed_controller | [0.0,0.0,99.96875,7.143015625]
robot_main , [CONTROLLER] 567993631337 | stability_controller | [7.143015625,-4.190518053803632,73.37375046285803]
robot_main , [MAIN_LOOP] 567993631388 | robot_frequency | [216.42460844382157,49,215.73707214122834]
robot_main , [CONTROLLER] 567993631388 | speed_controller | [0.0,0.0,99.96875,7.143015625]
robot_main , [CONTROLLER] 567993631388 | stability_controller | [7.143015625,-4.180722151610057,210.7498701115751]
robot_main , [MAIN_LOOP] 567993631439 | robot_frequency | [216.47716644802776,60,215.73707214122834]
robot_main , [CONTROLLER] 567993631439 | speed_controller | [0.0,0.0,99.96875,7.143015625]
robot_main , [CONTROLLER] 567993631439 | stability_controller | [7.143015625,-4.080657807651944,180.37886817686635]
robot_main , [MAIN_LOOP] 567993631489 | robot_frequency | [216.5948033159925,71,215.73707214122834]
robot_main , [CONTROLLER] 567993631489 | speed_controller | [0.0,0.0,99.96875,7.143015625]
robot_main , [CONTROLLER] 567993631489 | stability_controller | [7.143015625,-4.050021693782936,202.7187222693767]
robot_main , [MAIN_LOOP] 567993631540 | robot_frequency | [216.62517443203174,82,215.73707214122834]
robot_main , [CONTROLLER] 567993631540 | speed_controller | [0.0,0.0,99.96875,7.143015625]
robot_main , [CONTROLLER] 567993631540 | stability_controller | [7.143015625,-3.9125067157324267,198.77802735901713]
robot_main , [MAIN_LOOP] 567993631591 | robot_frequency | [216.41987663890404,93,215.73707214122834]
robot_main , [CONTROLLER] 567993631591 | speed_controller | [0.0,0.0,99.96875,7.143015625]
robot_main , [CONTROLLER] 567993631591 | stability_controller | [7.143015625,-3.843274628347374,82.54384269062713]
robot_main , [MAIN_LOOP] 567993631642 | robot_frequency | [217.28112623916329,3,216.4829488624819]
robot_main , [CONTROLLER] 567993631642 | speed_controller | [0.0,0.0,99.75,7.129125]
robot_main , [CONTROLLER] 567993631642 | stability_controller | [7.129125,-3.7308624317893258,152.90394226635533]
robot_main , [MAIN_LOOP] 567993631693 | robot_frequency | [216.64055281636368,14,216.4829488624819]
robot_main , [CONTROLLER] 567993631693 | speed_controller | [0.0,0.0,99.96875,7.143015625]
robot_main , [CONTROLLER] 567993631693 | stability_controller | [7.143015625,-3.550234805081284,114.72910632444368]
robot_main , [MAIN_LOOP] 567993631744 | robot_frequency | [216.66176901514243,25,216.4829488624819]
robot_main , [CONTROLLER] 567993631744 | speed_controller | [0.0,0.0,99.96875,7.143015625]
robot_main , [CONTROLLER] 567993631744 | stability_controller | [7.143015625,-3.4037803729800067,-87.5813877149719]
robot_main , [MAIN_LOOP] 567993631794 | robot_frequency | [216.67545017699547,36,216.4829488624819]
robot_main , [CONTROLLER] 567993631794 | speed_controller | [0.0,0.0,99.96875,7.143015625]
robot_main , [CONTROLLER] 567993631794 | stability_controller | [7.143015625,-3.3592245899210984,145.23949196867534]
robot_main , [MAIN_LOOP] 567993631845 | robot_frequency | [216.42214389105226,47,216.4829488624819]
robot_main , [CONTROLLER] 567993631845 | speed_controller | [0.0,0.0,99.96875,7.143015625]
robot_main , [CONTROLLER] 567993631845 | stability_controller | [7.143015625,-3.1297860294903823,-26.984802544871883]
robot_main , [MAIN_LOOP] 567993631896 | robot_frequency | [216.58785422819247,58,216.4829488624819]
robot_main , [CONTROLLER] 567993631896 | speed_controller | [0.0,0.0,99.96875,7.143015625]
robot_main , [CONTROLLER] 567993631896 | stability_controller | [7.143015625,-2.9375571527137456,145.58970006835938]
robot_main , [MAIN_LOOP] 567993631947 | robot_frequency | [216.64463610535017,69,216.4829488624819]
robot_main , [CONTROLLER] 567993631947 | speed_controller | [0.0,0.0,99.96875,7.143015625]
robot_main , [CONTROLLER] 567993631947 | stability_controller | [7.143015625,-2.780373325225068,160.36631893434293]
robot_main , [MAIN_LOOP] 567993631998 | robot_frequency | [216.49389363792116,80,216.4829488624819]
robot_main , [CONTROLLER] 567993631998 | speed_controller | [0.0,0.0,99.96875,7.143015625]
robot_main , [CONTROLLER] 567993631998 | stability_controller | [7.143015625,-2.65097322717059,165.3494287193376]
robot_main , [MAIN_LOOP] 567993632049 | robot_frequency | [216.2720605138075,91,216.4829488624819]
robot_main , [CONTROLLER] 567993632049 | speed_controller | [0.0,0.0,99.96875,7.143015625]
robot_main , [CONTROLLER] 567993632049 | stability_controller | [7.143015625,-2.4220009486474474,13.056786413292201]
robot_main , [MAIN_LOOP] 567993632100 | robot_frequency | [217.05837153228583,1,216.3111750393661]
robot_main , [CONTROLLER] 567993632100 | speed_controller | [0.0,0.0,99.75,7.129125]
robot_main , [CONTROLLER] 567993632100 | stability_controller | [7.129125,-2.33801280871048,122.24524557772278]
robot_main , [MAIN_LOOP] 567993632151 | robot_frequency | [217.18107038199295,12,216.3111750393661]
robot_main , [CONTROLLER] 567993632151 | speed_controller | [0.0,0.0,99.96875,7.143015625]
robot_main , [CONTROLLER] 567993632151 | stability_controller | [7.143015625,-2.2436008627643456,107.2704589521573]
robot_main , [MAIN_LOOP] 567993632201 | robot_frequency | [217.21817665559288,23,216.3111750393661]
robot_main , [CONTROLLER] 567993632201 | speed_controller | [0.0,0.0,99.96875,7.143015625]
robot_main , [CONTROLLER] 567993632201 | stability_controller | [7.143015625,-2.0257241071752805,-57.591840668587366]
robot_main , [MAIN_LOOP] 567993632252 | robot_frequency | [217.16983652519613,34,216.3111750393661]
robot_main , [CONTROLLER] 567993632252 | speed_controller | [0.0,0.0,99.5625,7.11721875]
robot_main , [CONTROLLER] 567993632252 | stability_controller | [7.11721875,-1.8168253497494886,76.67006539447492]
robot_main , [MAIN_LOOP] 567993632302 | robot_frequency | [217.21200594301789,45,216.3111750393661]
robot_main , [CONTROLLER] 567993632302 | speed_controller | [0.0,0.0,99.6875,7.12515625]
robot_main , [CONTROLLER] 567993632302 | stability_controller | [7.12515625,-1.4914012333344573,161.62698366050623]
robot_main , [MAIN_LOOP] 567993632353 | robot_frequency | [217.09259634860732,56,216.3111750393661]
robot_main , [CONTROLLER] 567993632353 | speed_controller | [0.0,0.0,99.96875,7.143015625]
robot_main , [CONTROLLER] 567993632353 | stability_controller | [7.143015625,-1.1448220657022423,84.09685791854582]
robot_main , [MAIN_LOOP] 567993632404 | robot_frequency | [217.1137119640604,67,216.3111750393661]
robot_main , [CONTROLLER] 567993632404 | speed_controller | [0.0,0.0,99.96875,7.143015625]
robot_main , [CONTROLLER] 567993632404 | stability_controller | [7.143015625,-0.8011273536425674,61.10980402457922]
robot_main , [MAIN_LOOP] 567993632454 | robot_frequency | [217.15898910090897,78,216.3111750393661]
robot_main , [CONTROLLER] 567993632454 | speed_controller | [0.0,0.0,99.8125,7.1330937500000005]
robot_main , [CONTROLLER] 567993632454 | stability_controller | [7.1330937500000005,-0.46414997056073387,51.487132142479766]
robot_main , [MAIN_LOOP] 567993632505 | robot_frequency | [217.1532453353566,89,216.3111750393661]
robot_main , [CONTROLLER] 567993632505 | speed_controller | [0.0,0.0,99.875,7.1370625]
robot_main , [CONTROLLER] 567993632505 | stability_controller | [7.1370625,-0.11500572140218449,58.97638302252905]
robot_main , [MAIN_LOOP] 567993632556 | robot_frequency | [217.16311256978875,100,216.3111750393661]
robot_main , [CONTROLLER] 567993632556 | speed_controller | [0.0,0.0,98.75,7.065625]
robot_main , [CONTROLLER] 567993632556 | stability_controller | [7.065625,0.42624689435728474,72.2292729503121]
robot_main , [MAIN_LOOP] 567993632607 | robot_frequency | [216.27436237120688,10,217.16311256978875]
robot_main , [CONTROLLER] 567993632607 | speed_controller | [0.0,0.0,97.125,6.9624375]
robot_main , [CONTROLLER] 567993632607 | stability_controller | [6.9624375,0.9267855360131735,27.268144097062617]
robot_main , [MAIN_LOOP] 567993632657 | robot_frequency | [216.4953940131531,21,217.16311256978875]
robot_main , [CONTROLLER] 567993632657 | speed_controller | [0.0,0.0,82.5625,6.03771875]
robot_main , [CONTROLLER] 567993632657 | stability_controller | [6.03771875,2.1027234948583935,-118.62550297769492]
robot_main , [MAIN_LOOP] 567993632708 | robot_frequency | [216.69467879185342,32,217.16311256978875]
robot_main , [CONTROLLER] 567993632708 | speed_controller | [0.0,0.0,74.5,5.52575]
robot_main , [CONTROLLER] 567993632708 | stability_controller | [5.52575,2.4697450868985715,-440.78812180709303]
robot_main , [MAIN_LOOP] 567993632759 | robot_frequency | [216.76075696324637,43,217.16311256978875]
robot_main , [CONTROLLER] 567993632759 | speed_controller | [0.0,0.0,0.0,0.7949246558019278]
robot_main , [CONTROLLER] 567993632759 | stability_controller | [0.7949246558019278,3.383860738901841,-116.89411966897458]
robot_main , [MAIN_LOOP] 567993632810 | robot_frequency | [216.69195485985722,54,217.16311256978875]
robot_main , [CONTROLLER] 567993632810 | speed_controller | [0.0,0.0,0.0,0.7949246558019278]
robot_main , [CONTROLLER] 567993632810 | stability_controller | [0.7949246558019278,3.284622713809409,144.52286224075357]
robot_main , [MAIN_LOOP] 567993632860 | robot_frequency | [216.64608775227234,65,217.16311256978875]
robot_main , [CONTROLLER] 567993632860 | speed_controller | [0.0,0.0,0.0,0.7949246558019278]
robot_main , [CONTROLLER] 567993632860 | stability_controller | [0.7949246558019278,2.929199955231044,70.73696508502411]
robot_main , [MAIN_LOOP] 567993632911 | robot_frequency | [216.71686710641342,76,217.16311256978875]
robot_main , [CONTROLLER] 567993632911 | speed_controller | [0.0,0.0,0.0,0.7949246558019278]
robot_main , [CONTROLLER] 567993632911 | stability_controller | [0.7949246558019278,2.9161997121988037,42.39056636113595]
robot_main , [MAIN_LOOP] 567993632962 | robot_frequency | [216.72491306540442,87,217.16311256978875]
robot_main , [CONTROLLER] 567993632962 | speed_controller | [0.0,0.0,0.0,0.7949246558019278]
robot_main , [CONTROLLER] 567993632962 | stability_controller | [0.7949246558019278,2.450775333062451,106.28303555466641]
robot_main , [MAIN_LOOP] 567993633013 | robot_frequency | [216.71358282227803,98,217.16311256978875]
robot_main , [CONTROLLER] 567993633013 | speed_controller | [0.0,0.0,0.0,0.7949246558019278]
robot_main , [CONTROLLER] 567993633013 | stability_controller | [0.7949246558019278,2.2301222419264186,8.703651867400776]
robot_main , [MAIN_LOOP] 567993633064 | robot_frequency | [215.15936858196736,8,216.66455094024528]
robot_main , [CONTROLLER] 567993633064 | speed_controller | [0.0,0.0,0.0,0.7949246558019278]
robot_main , [CONTROLLER] 567993633064 | stability_controller | [0.7949246558019278,1.8956250590318648,38.32166794385578]
robot_main , [MAIN_LOOP] 567993633115 | robot_frequency | [216.28532041746593,19,216.66455094024528]
robot_main , [CONTROLLER] 567993633115 | speed_controller | [0.0,0.0,0.0,0.7949246558019278]
robot_main , [CONTROLLER] 567993633115 | stability_controller | [0.7949246558019278,1.7385269218835997,3.5266646276270475]
robot_main , [MAIN_LOOP] 567993633165 | robot_frequency | [216.60001060771881,30,216.66455094024528]
robot_main , [CONTROLLER] 567993633165 | speed_controller | [0.0,0.0,0.0,0.7949246558019278]
robot_main , [CONTROLLER] 567993633165 | stability_controller | [0.7949246558019278,1.507358700245402,25.82100203897984]
robot_main , [MAIN_LOOP] 567993633216 | robot_frequency | [216.6027933090256,41,216.66455094024528]
robot_main , [CONTROLLER] 567993633216 | speed_controller | [0.0,0.0,0.0,0.7949246558019278]
robot_main , [CONTROLLER] 567993633216 | stability_controller | [0.7949246558019278,1.4037117382343696,-47.70971709451631]
robot_main , [MAIN_LOOP] 567993633267 | robot_frequency | [216.72250773809688,52,216.66455094024528]
robot_main , [CONTROLLER] 567993633267 | speed_controller | [0.0,0.0,0.0,0.7949246558019278]
robot_main , [CONTROLLER] 567993633267 | stability_controller | [0.7949246558019278,1.2849879366448673,57.25219412137658]
robot_main , [MAIN_LOOP] 567993633317 | robot_frequency | [216.78795505750003,63,216.66455094024528]
robot_main , [CONTROLLER] 567993633317 | speed_controller | [0.0,0.0,0.0,0.7949246558019278]
robot_main , [CONTROLLER] 567993633317 | stability_controller | [0.7949246558019278,1.0377270170363082,77.35456868677876]
robot_main , [MAIN_LOOP] 567993633368 | robot_frequency | [216.80935961673035,74,216.66455094024528]
robot_main , [CONTROLLER] 567993633368 | speed_controller | [0.0,0.0,0.0,0.7949246558019278]
robot_main , [CONTROLLER] 567993633368 | stability_controller | [0.7949246558019278,0.7994845667435891,41.406767679927675]
robot_main , [MAIN_LOOP] 567993633419 | robot_frequency | [216.8055747822598,85,216.66455094024528]
robot_main , [CONTROLLER] 567993633419 | speed_controller | [0.0,0.0,0.0,0.7949246558019278]
robot_main , [CONTROLLER] 567993633419 | stability_controller | [0.7949246558019278,0.5939166760690648,66.25777422144253]
robot_main , [MAIN_LOOP] 567993633469 | robot_frequency | [216.84473232520114,96,216.66455094024528]
robot_main , [CONTROLLER] 567993633469 | speed_controller | [0.0,0.0,0.0,0.7949246558019278]
robot_main , [CONTROLLER] 567993633469 | stability_controller | [0.7949246558019278,0.4659668309064359,20.733760267347503]
robot_main , [MAIN_LOOP] 567993633520 | robot_frequency | [217.02738962350188,6,216.82655945444293]
robot_main , [CONTROLLER] 567993633520 | speed_controller | [0.0,0.0,0.0,0.7949246558019278]
robot_main , [CONTROLLER] 567993633520 | stability_controller | [0.7949246558019278,0.43574956707275014,1.8091845639069337]
robot_main , [MAIN_LOOP] 567993633571 | robot_frequency | [216.6060442469884,17,216.82655945444293]
robot_main , [CONTROLLER] 567993633571 | speed_controller | [0.0,0.0,0.0,0.7949246558019278]
robot_main , [CONTROLLER] 567993633571 | stability_controller | [0.7949246558019278,0.4763743782148846,-33.29645019312462]
robot_main , [MAIN_LOOP] 567993633622 | robot_frequency | [215.81479916875355,28,216.82655945444293]
robot_main , [CONTROLLER] 567993633622 | speed_controller | [0.0,0.0,0.0,0.7949246558019278]
robot_main , [CONTROLLER] 567993633622 | stability_controller | [0.7949246558019278,0.548310296420668,-0.6923450020080901]
robot_main , [MAIN_LOOP] 567993633673 | robot_frequency | [216.18649102862096,39,216.82655945444293]
robot_main , [CONTROLLER] 567993633673 | speed_controller | [0.0,0.0,0.0,0.7949246558019278]
robot_main , [CONTROLLER] 567993633673 | stability_controller | [0.7949246558019278,0.621162024427163,4.4927021139571215]
robot_main , [MAIN_LOOP] 567993633724 | robot_frequency | [216.41401460929265,50,216.82655945444293]
robot_main , [CONTROLLER] 567993633724 | speed_controller | [0.0,0.0,0.0,0.7949246558019278]
robot_main , [CONTROLLER] 567993633724 | stability_controller | [0.7949246558019278,0.6662320327060905,-34.32200301576562]
robot_main , [MAIN_LOOP] 567993633774 | robot_frequency | [216.51710843405004,61,216.82655945444293]
robot_main , [CONTROLLER] 567993633774 | speed_controller | [0.0,0.0,0.0,0.7949246558019278]
robot_main , [CONTROLLER] 567993633774 | stability_controller | [0.7949246558019278,0.6593148645096076,9.024387944769117]
robot_main , [MAIN_LOOP] 567993633825 | robot_frequency | [216.59789897755982,72,216.82655945444293]
robot_main , [CONTROLLER] 567993633825 | speed_controller | [0.0,0.0,0.0,0.7949246558019278]
robot_main , [CONTROLLER] 567993633825 | stability_controller | [0.7949246558019278,0.6241712498446426,-4.9734988173278065]
robot_main , [MAIN_LOOP] 567993633876 | robot_frequency | [216.64417409500285,83,216.82655945444293]
robot_main , [CONTROLLER] 567993633876 | speed_controller | [0.0,0.0,0.0,0.7949246558019278]
robot_main , [CONTROLLER] 567993633876 | stability_controller | [0.7949246558019278,0.5492491468575786,17.764478040551747]
robot_main , [MAIN_LOOP] 567993633926 | robot_frequency | [216.66393275830086,94,216.82655945444293]
robot_main , [CONTROLLER] 567993633926 | speed_controller | [0.0,0.0,0.0,0.7949246558019278]
robot_main , [CONTROLLER] 567993633926 | stability_controller | [0.7949246558019278,0.4743738510541989,25.031176123144057]
robot_main , [MAIN_LOOP] 567993633977 | robot_frequency | [216.91213328524657,4,216.5943437068792]
robot_main , [CONTROLLER] 567993633977 | speed_controller | [0.0,0.0,0.0,0.7949246558019278]
robot_main , [CONTROLLER] 567993633977 | stability_controller | [0.7949246558019278,0.38868549434718996,39.83768562738916]
robot_main , [MAIN_LOOP] 567993634028 | robot_frequency | [216.60595675916966,15,216.5943437068792]
robot_main , [CONTROLLER] 567993634028 | speed_controller | [0.0,0.0,0.0,0.7949246558019278]
robot_main , [CONTROLLER] 567993634028 | stability_controller | [0.7949246558019278,0.32633219455970003,21.62408834404098]
robot_main , [MAIN_LOOP] 567993634079 | robot_frequency | [216.72131995772554,26,216.5943437068792]
robot_main , [CONTROLLER] 567993634079 | speed_controller | [0.0,0.0,0.0,0.7949246558019278]
robot_main , [CONTROLLER] 567993634079 | stability_controller | [0.7949246558019278,0.2663508672300889,28.657889988691664]
robot_main , [MAIN_LOOP] 567993634130 | robot_frequency | [216.39218472606444,37,216.5943437068792]
robot_main , [CONTROLLER] 567993634130 | speed_controller | [0.0,0.0,0.0,0.7949246558019278]
robot_main , [CONTROLLER] 567993634130 | stability_controller | [0.7949246558019278,0.24215644227606128,12.58840257691854]
robot_main , [MAIN_LOOP] 567993634181 | robot_frequency | [216.20111907314993,48,216.5943437068792]
robot_main , [CONTROLLER] 567993634181 | speed_controller | [0.0,0.0,0.0,0.7949246558019278]
robot_main , [CONTROLLER] 567993634181 | stability_controller | [0.7949246558019278,0.24421216031685267,8.566427212807357]
robot_main , [MAIN_LOOP] 567993634232 | robot_frequency | [216.32518328893178,59,216.5943437068792]
robot_main , [CONTROLLER] 567993634232 | speed_controller | [0.0,0.0,0.0,0.7949246558019278]
robot_main , [CONTROLLER] 567993634232 | stability_controller | [0.7949246558019278,0.2810720436734609,-16.195686387751675]
robot_main , [MAIN_LOOP] 567993634282 | robot_frequency | [216.4008283346118,70,216.5943437068792]
robot_main , [CONTROLLER] 567993634282 | speed_controller | [0.0,0.0,0.0,0.7949246558019278]
robot_main , [CONTROLLER] 567993634282 | stability_controller | [0.7949246558019278,0.31885927356698146,5.944316920767951]
robot_main , [MAIN_LOOP] 567993634333 | robot_frequency | [216.48001477515209,81,216.5943437068792]
robot_main , [CONTROLLER] 567993634333 | speed_controller | [0.0,0.0,0.0,0.7949246558019278]
robot_main , [CONTROLLER] 567993634333 | stability_controller | [0.7949246558019278,0.3706529040059441,-25.620001820134885]
robot_main , [MAIN_LOOP] 567993634384 | robot_frequency | [216.52909271542043,92,216.5943437068792]
robot_main , [CONTROLLER] 567993634384 | speed_controller | [0.0,0.0,0.0,0.7949246558019278]
robot_main , [CONTROLLER] 567993634384 | stability_controller | [0.7949246558019278,0.39054877170132013,7.019418552792225]
robot_main , [MAIN_LOOP] 567993634435 | robot_frequency | [217.01812153603268,2,216.5728347581787]
