LOGGING STARTED
robot_main , [MAIN_LOOP] 567993632583 | kalman_calibration | [3.5283488797369102,-0.01332052738414592]
robot_main , [CONTROLLER] 567993633421 | stability_controller | [-0.019371757549793985,416.8804205933904,-6203.615895265041]
robot_main , [MAIN_LOOP] 567993633473 | robot_frequency | [153.21985795643423,35,471.6234886916395]
robot_main , [CONTROLLER] 567993633473 | speed_controller | [0.0,0.0,0.0,-0.019371757549793985]
robot_main , [CONTROLLER] 567993633473 | stability_controller | [-0.019371757549793985,414.6281057162858,-6203.1899389981645]
robot_main , [MAIN_LOOP] 567993633526 | robot_frequency | [153.2143472875484,43,471.6234886916395]
robot_main , [CONTROLLER] 567993633526 | speed_controller | [0.0,0.0,0.0,-0.019466924511234537]
robot_main , [CONTROLLER] 567993633526 | stability_controller | [-0.019466924511234537,412.34935937579013,-6364.4124804801095]
robot_main , [MAIN_LOOP] 567993633578 | robot_frequency | [153.14705585736021,51,471.6234886916395]
robot_main , [CONTROLLER] 567993633578 | speed_controller | [0.0,0.0,0.0,-0.019466924511234537]
robot_main , [CONTROLLER] 567993633578 | stability_controller | [-0.019466924511234537,410.03962896487457,-6342.506518024392]
robot_main , [MAIN_LOOP] 567993633630 | robot_frequency | [153.13199989574923,59,471.6234886916395]
robot_main , [CONTROLLER] 567993633630 | speed_controller | [0.0,0.0,0.0,-0.019466924511234537]
robot_main , [CONTROLLER] 567993633630 | stability_controller | [-0.019466924511234537,407.7544085065646,-6304.705167055347]
robot_main , [MAIN_LOOP] 567993633682 | robot_frequency | [153.14895354617155,67,471.6234886916395]
robot_main , [CONTROLLER] 567993633682 | speed_controller | [0.0,0.0,0.0,-0.021420661233791178]
robot_main , [CONTROLLER] 567993633682 | stability_controller | [-0.021420661233791178,405.5026956049679,-6275.187826112362]
robot_main , [MAIN_LOOP] 567993633735 | robot_frequency | [153.0898303108028,75,471.6234886916395]
robot_main , [CONTROLLER] 567993633735 | speed_controller | [0.0,0.0,0.0,-0.022429658645636664]
robot_main , [CONTROLLER] 567993633735 | stability_controller | [-0.022429658645636664,403.27487652927886,-5652.873596215731]
robot_main , [MAIN_LOOP] 567993633787 | robot_frequency | [153.1140070424871,83,471.6234886916395]
robot_main , [CONTROLLER] 567993633787 | speed_controller | [0.0,0.0,0.0,-0.02237273768529485]
robot_main , [CONTROLLER] 567993633787 | stability_controller | [-0.02237273768529485,401.0883822492366,-6019.501343730721]
robot_main , [MAIN_LOOP] 567993633839 | robot_frequency | [153.14149554702607,91,471.6234886916395]
robot_main , [CONTROLLER] 567993633839 | speed_controller | [0.0,0.0,0.0,-0.02237273768529485]
robot_main , [CONTROLLER] 567993633839 | stability_controller | [-0.02237273768529485,398.8893808381565,-6243.5405803267895]
robot_main , [MAIN_LOOP] 567993633891 | robot_frequency | [153.097711137447,99,471.6234886916395]
robot_main , [CONTROLLER] 567993633891 | speed_controller | [0.0,0.0,0.0,-0.02237273768529485]
robot_main , [CONTROLLER] 567993633891 | stability_controller | [-0.02237273768529485,396.6741506498385,-6132.056866239264]
robot_main , [MAIN_LOOP] 567993633944 | robot_frequency | [153.48368119760838,6,153.1016212328476]
robot_main , [CONTROLLER] 567993633944 | speed_controller | [0.0,0.0,0.0,-0.02237273768529485]
robot_main , [CONTROLLER] 567993633944 | stability_controller | [-0.02237273768529485,394.4722373755375,-6123.858700793415]
robot_main , [MAIN_LOOP] 567993633996 | robot_frequency | [153.29462873879893,14,153.1016212328476]
robot_main , [CONTROLLER] 567993633996 | speed_controller | [0.0,0.0,0.0,-0.02237273768529485]
robot_main , [CONTROLLER] 567993633996 | stability_controller | [-0.02237273768529485,392.29035033856206,-5875.523631676967]
robot_main , [MAIN_LOOP] 567993634048 | robot_frequency | [153.35214591318933,22,153.1016212328476]
robot_main , [CONTROLLER] 567993634048 | speed_controller | [0.0,0.0,0.0,-0.02237273768529485]
robot_main , [CONTROLLER] 567993634048 | stability_controller | [-0.02237273768529485,390.11661108409123,-5877.854508220078]
robot_main , [MAIN_LOOP] 567993634100 | robot_frequency | [153.37210071417383,30,153.1016212328476]
robot_main , [CONTROLLER] 567993634100 | speed_controller | [0.0,0.0,0.0,-0.02237273768529485]
robot_main , [CONTROLLER] 567993634100 | stability_controller | [-0.02237273768529485,387.9542382417991,-5983.144585060092]
robot_main , [MAIN_LOOP] 567993634152 | robot_frequency | [153.39326042659522,38,153.1016212328476]
robot_main , [CONTROLLER] 567993634152 | speed_controller | [0.0,0.0,0.0,-0.02237273768529485]
robot_main , [CONTROLLER] 567993634152 | stability_controller | [-0.02237273768529485,385.81997879779396,-5992.840619506815]
robot_main , [MAIN_LOOP] 567993634204 | robot_frequency | [153.41896566552592,46,153.1016212328476]
robot_main , [CONTROLLER] 567993634204 | speed_controller | [0.0,0.0,-4.7867431640625,-0.32827316978740056]
robot_main , [CONTROLLER] 567993634204 | stability_controller | [-0.32827316978740056,383.70890224623065,-6303.025857560183]
robot_main , [MAIN_LOOP] 567993634256 | robot_frequency | [153.43741235785987,54,153.1016212328476]
robot_main , [CONTROLLER] 567993634256 | speed_controller | [0.0,0.0,-5.9866943359375,-0.4064157230223536]
robot_main , [CONTROLLER] 567993634256 | stability_controller | [-0.4064157230223536,381.648163357898,-6472.16019530384]
robot_main , [MAIN_LOOP] 567993634309 | robot_frequency | [153.35243822337884,62,153.1016212328476]
robot_main , [CONTROLLER] 567993634309 | speed_controller | [0.0,0.0,0.0,-0.026207291499635174]
robot_main , [CONTROLLER] 567993634309 | stability_controller | [-0.026207291499635174,379.61808147749883,-5754.018943612882]
robot_main , [MAIN_LOOP] 567993634361 | robot_frequency | [153.36130248367274,70,153.1016212328476]
robot_main , [CONTROLLER] 567993634361 | speed_controller | [0.0,0.0,0.0,-0.026207291499635174]
robot_main , [CONTROLLER] 567993634361 | stability_controller | [-0.026207291499635174,377.5634637152077,-5816.600393656254]
robot_main , [MAIN_LOOP] 567993634413 | robot_frequency | [153.30057602451814,78,153.1016212328476]
robot_main , [CONTROLLER] 567993634413 | speed_controller | [0.0,0.0,-3.6187744140625,-0.25864861235637726]
robot_main , [CONTROLLER] 567993634413 | stability_controller | [-0.25864861235637726,375.50284909524737,-6099.346079499006]
robot_main , [MAIN_LOOP] 567993634466 | robot_frequency | [153.25413824190034,86,153.1016212328476]
robot_main , [CONTROLLER] 567993634466 | speed_controller | [0.0,0.0,0.0,-0.02885643706340852]
robot_main , [CONTROLLER] 567993634466 | stability_controller | [-0.02885643706340852,373.51703322132937,-5428.16077458699]
robot_main , [MAIN_LOOP] 567993634518 | robot_frequency | [153.2800847435633,94,153.1016212328476]
robot_main , [CONTROLLER] 567993634518 | speed_controller | [0.0,0.0,0.0,-0.032187313629878186]
robot_main , [CONTROLLER] 567993634518 | stability_controller | [-0.032187313629878186,371.5220024641233,-5751.832142280322]
robot_main , [MAIN_LOOP] 567993634570 | robot_frequency | [153.51748435216072,1,153.28093410850283]
robot_main , [CONTROLLER] 567993634570 | speed_controller | [0.0,0.0,0.0,-0.032187313629878186]
robot_main , [CONTROLLER] 567993634570 | stability_controller | [-0.032187313629878186,370.4064975582593,-6022.0579143461655]
robot_main , [MAIN_LOOP] 567993634622 | robot_frequency | [153.42128349453296,9,153.28093410850283]
robot_main , [CONTROLLER] 567993634622 | speed_controller | [0.0,0.0,0.0,-0.032187313629878186]
robot_main , [CONTROLLER] 567993634622 | stability_controller | [-0.032187313629878186,369.0750781386577,-5418.233612826736]
robot_main , [MAIN_LOOP] 567993634674 | robot_frequency | [153.48640894296304,17,153.28093410850283]
robot_main , [CONTROLLER] 567993634674 | speed_controller | [0.0,0.0,0.0,-0.032187313629878186]
robot_main , [CONTROLLER] 567993634674 | stability_controller | [-0.032187313629878186,367.6020688280719,-5634.49374536484]
robot_main , [MAIN_LOOP] 567993634726 | robot_frequency | [153.36252035472234,25,153.28093410850283]
robot_main , [CONTROLLER] 567993634726 | speed_controller | [0.0,0.0,0.0,-0.036836288662725564]
robot_main , [CONTROLLER] 567993634726 | stability_controller | [-0.036836288662725564,366.6853580596614,-6202.434362805793]
robot_main , [MAIN_LOOP] 567993634779 | robot_frequency | [153.3870437342449,33,153.28093410850283]
robot_main , [CONTROLLER] 567993634779 | speed_controller | [0.0,0.0,0.0,-0.036836288662725564]
robot_main , [CONTROLLER] 567993634779 | stability_controller | [-0.036836288662725564,365.2516269441251,-6174.187623315525]
robot_main , [MAIN_LOOP] 567993634831 | robot_frequency | [153.39539181458144,41,153.28093410850283]
robot_main , [CONTROLLER] 567993634831 | speed_controller | [0.0,0.0,0.0,-0.036836288662725564]
robot_main , [CONTROLLER] 567993634831 | stability_controller | [-0.036836288662725564,363.6455722332708,-6150.411417878989]
robot_main , [MAIN_LOOP] 567993634883 | robot_frequency | [153.41603514051062,49,153.28093410850283]
robot_main , [CONTROLLER] 567993634883 | speed_controller | [0.0,0.0,0.0,-0.036836288662725564]
robot_main , [CONTROLLER] 567993634883 | stability_controller | [-0.036836288662725564,361.86391287035417,-6113.7537044608]
robot_main , [MAIN_LOOP] 567993634935 | robot_frequency | [153.43407132043708,57,153.28093410850283]
robot_main , [CONTROLLER] 567993634935 | speed_controller | [0.0,0.0,0.0,-0.036836288662725564]
robot_main , [CONTROLLER] 567993634935 | stability_controller | [-0.036836288662725564,359.57317699942064,-5859.912893870221]
robot_main , [MAIN_LOOP] 567993634987 | robot_frequency | [153.44713755777275,65,153.28093410850283]
robot_main , [CONTROLLER] 567993634987 | speed_controller | [0.0,0.0,0.0,-0.036836288662725564]
robot_main , [CONTROLLER] 567993634987 | stability_controller | [-0.036836288662725564,357.3815139255302,-5824.080402459992]
robot_main , [MAIN_LOOP] 567993635039 | robot_frequency | [153.44486575059025,73,153.28093410850283]
robot_main , [CONTROLLER] 567993635039 | speed_controller | [0.0,0.0,0.0,-0.036836288662725564]
robot_main , [CONTROLLER] 567993635039 | stability_controller | [-0.036836288662725564,355.00243564723013,-5784.948691780922]
robot_main , [MAIN_LOOP] 567993635091 | robot_frequency | [153.46376151159245,81,153.28093410850283]
robot_main , [CONTROLLER] 567993635091 | speed_controller | [0.0,0.0,0.0,-0.03988908199603247]
robot_main , [CONTROLLER] 567993635091 | stability_controller | [-0.03988908199603247,351.80156346402896,-4995.355006220258]
robot_main , [MAIN_LOOP] 567993635143 | robot_frequency | [153.47691125163382,89,153.28093410850283]
robot_main , [CONTROLLER] 567993635143 | speed_controller | [0.0,0.0,-8.6328125,-0.5956564765743788]
robot_main , [CONTROLLER] 567993635143 | stability_controller | [-0.5956564765743788,348.6089910470885,-5454.525257692684]
robot_main , [MAIN_LOOP] 567993635196 | robot_frequency | [153.46456498711285,97,153.28093410850283]
robot_main , [CONTROLLER] 567993635196 | speed_controller | [0.0,0.0,0.0,-0.047472882824378754]
robot_main , [CONTROLLER] 567993635196 | stability_controller | [-0.047472882824378754,345.3691779109467,-3977.5881546250666]
robot_main , [MAIN_LOOP] 567993635248 | robot_frequency | [153.38823989587178,4,153.46176796432314]
robot_main , [CONTROLLER] 567993635248 | speed_controller | [0.0,0.0,0.0,-0.049027945706398894]
robot_main , [CONTROLLER] 567993635248 | stability_controller | [-0.049027945706398894,342.6180017259446,-3921.867532409713]
robot_main , [MAIN_LOOP] 567993635300 | robot_frequency | [153.302872236372,12,153.46176796432314]
robot_main , [CONTROLLER] 567993635300 | speed_controller | [0.0,0.0,0.0,-0.05075762144224427]
robot_main , [CONTROLLER] 567993635300 | stability_controller | [-0.05075762144224427,339.73001882210116,-3979.445157912548]
robot_main , [MAIN_LOOP] 567993635352 | robot_frequency | [153.2838481281593,20,153.46176796432314]
robot_main , [CONTROLLER] 567993635352 | speed_controller | [0.0,0.0,0.0,-0.05075762144224427]
robot_main , [CONTROLLER] 567993635352 | stability_controller | [-0.05075762144224427,336.7011330961135,-4346.302510550553]
robot_main , [MAIN_LOOP] 567993635404 | robot_frequency | [153.35526183288894,28,153.46176796432314]
robot_main , [CONTROLLER] 567993635404 | speed_controller | [0.0,0.0,0.0,-0.05075762144224427]
robot_main , [CONTROLLER] 567993635404 | stability_controller | [-0.05075762144224427,333.9051976259869,-5687.197517654345]
robot_main , [MAIN_LOOP] 567993635457 | robot_frequency | [153.24335058936984,36,153.46176796432314]
robot_main , [CONTROLLER] 567993635457 | speed_controller | [0.0,0.0,0.0,-0.05086163177418348]
robot_main , [CONTROLLER] 567993635457 | stability_controller | [-0.05086163177418348,329.6593942707813,-4548.109939601698]
robot_main , [MAIN_LOOP] 567993635510 | robot_frequency | [152.85357560888778,44,153.46176796432314]
robot_main , [CONTROLLER] 567993635510 | speed_controller | [0.0,0.0,0.0,-0.0508859428109572]
robot_main , [CONTROLLER] 567993635510 | stability_controller | [-0.0508859428109572,326.55482368795566,-5323.285855766792]
robot_main , [MAIN_LOOP] 567993635562 | robot_frequency | [152.78474730762912,52,153.46176796432314]
robot_main , [CONTROLLER] 567993635562 | speed_controller | [0.0,0.0,0.0,-0.05099106663918792]
robot_main , [CONTROLLER] 567993635562 | stability_controller | [-0.05099106663918792,323.23772568322397,-5266.762869443479]
robot_main , [MAIN_LOOP] 567993635628 | robot_frequency | [152.85965594027863,58,153.46176796432314]
robot_main , [CONTROLLER] 567993635628 | speed_controller | [0.0,0.0,0.0,-0.05099106663918792]
robot_main , [CONTROLLER] 567993635628 | stability_controller | [-0.05099106663918792,321.3693024429323,-5608.113670024763]
robot_main , [MAIN_LOOP] 567993635682 | robot_frequency | [150.54354941432183,66,153.46176796432314]
robot_main , [CONTROLLER] 567993635682 | speed_controller | [0.0,0.0,0.0,-0.05099106663918792]
robot_main , [CONTROLLER] 567993635682 | stability_controller | [-0.05099106663918792,314.2197977453503,-3539.446685717574]
robot_main , [MAIN_LOOP] 567993635734 | robot_frequency | [150.8296790444143,74,153.46176796432314]
robot_main , [CONTROLLER] 567993635734 | speed_controller | [0.0,0.0,0.0,-0.05180814376367925]
robot_main , [CONTROLLER] 567993635734 | stability_controller | [-0.05180814376367925,310.31084269694657,-3869.125379019576]
robot_main , [MAIN_LOOP] 567993635797 | robot_frequency | [150.6675955593299,79,153.46176796432314]
robot_main , [CONTROLLER] 567993635797 | speed_controller | [0.0,0.0,0.0,-0.05316266714303492]
robot_main , [CONTROLLER] 567993635797 | stability_controller | [-0.05316266714303492,307.79092713690443,-4981.397642958119]
robot_main , [MAIN_LOOP] 567993635851 | robot_frequency | [149.20266913320677,87,153.46176796432314]
robot_main , [CONTROLLER] 567993635851 | speed_controller | [0.0,0.0,0.0,-0.056695319429614754]
robot_main , [CONTROLLER] 567993635851 | stability_controller | [-0.056695319429614754,302.5154733673274,-3568.8531476505477]
robot_main , [MAIN_LOOP] 567993635903 | robot_frequency | [149.42705035333458,95,153.46176796432314]
robot_main , [CONTROLLER] 567993635903 | speed_controller | [0.0,0.0,-3.5101318359375,-0.28346929140731664]
robot_main , [CONTROLLER] 567993635903 | stability_controller | [-0.28346929140731664,298.83602836861587,-5117.1544538673015]
robot_main , [MAIN_LOOP] 567993635958 | robot_frequency | [150.3890013028665,2,149.24569802405588]
robot_main , [CONTROLLER] 567993635958 | speed_controller | [0.0,0.0,0.0,-0.06293862613633246]
robot_main , [CONTROLLER] 567993635958 | stability_controller | [-0.06293862613633246,294.06449526479673,-3677.960542809935]
robot_main , [MAIN_LOOP] 567993636010 | robot_frequency | [152.95717611519046,10,149.24569802405588]
robot_main , [CONTROLLER] 567993636010 | speed_controller | [0.0,0.0,0.0,-0.06293862613633246]
robot_main , [CONTROLLER] 567993636010 | stability_controller | [-0.06293862613633246,290.5851325075688,-4742.473691428822]
robot_main , [MAIN_LOOP] 567993636062 | robot_frequency | [153.01677534911926,18,149.24569802405588]
robot_main , [CONTROLLER] 567993636062 | speed_controller | [0.0,0.0,0.0,-0.06529527474882343]
robot_main , [CONTROLLER] 567993636062 | stability_controller | [-0.06529527474882343,287.137841265967,-4687.074691087214]
robot_main , [MAIN_LOOP] 567993636114 | robot_frequency | [152.88077603206753,26,149.24569802405588]
robot_main , [CONTROLLER] 567993636114 | speed_controller | [0.0,0.0,0.0,-0.06529527474882343]
robot_main , [CONTROLLER] 567993636114 | stability_controller | [-0.06529527474882343,282.62378103104936,-3641.8365552965015]
robot_main , [MAIN_LOOP] 567993636167 | robot_frequency | [152.58070571410863,34,149.24569802405588]
robot_main , [CONTROLLER] 567993636167 | speed_controller | [0.0,0.0,0.0,-0.06659598902113066]
robot_main , [CONTROLLER] 567993636167 | stability_controller | [-0.06659598902113066,279.2764767445485,-4547.998439232678]
robot_main , [MAIN_LOOP] 567993636220 | robot_frequency | [152.36252062134275,42,149.24569802405588]
robot_main , [CONTROLLER] 567993636220 | speed_controller | [0.0,0.0,0.0,-0.07214630288596527]
robot_main , [CONTROLLER] 567993636220 | stability_controller | [-0.07214630288596527,275.91921034945153,-4431.448742794627]
robot_main , [MAIN_LOOP] 567993636272 | robot_frequency | [152.41675431691527,50,149.24569802405588]
robot_main , [CONTROLLER] 567993636272 | speed_controller | [0.0,0.0,0.0,-0.07471653872793103]
robot_main , [CONTROLLER] 567993636272 | stability_controller | [-0.07471653872793103,271.5454972949318,-3494.4434465496597]
robot_main , [MAIN_LOOP] 567993636325 | robot_frequency | [152.33564325292494,58,149.24569802405588]
robot_main , [CONTROLLER] 567993636325 | speed_controller | [0.0,0.0,0.0,-0.07611185215571459]
robot_main , [CONTROLLER] 567993636325 | stability_controller | [-0.07611185215571459,268.2383753297792,-4270.021988359079]
robot_main , [MAIN_LOOP] 567993636377 | robot_frequency | [152.40219199233545,66,149.24569802405588]
robot_main , [CONTROLLER] 567993636377 | speed_controller | [0.0,0.0,0.0,-0.07611185215571459]
robot_main , [CONTROLLER] 567993636377 | stability_controller | [-0.07611185215571459,264.0592990916804,-3436.646740985224]
robot_main , [MAIN_LOOP] 567993636430 | robot_frequency | [152.2841478773552,74,149.24569802405588]
robot_main , [CONTROLLER] 567993636430 | speed_controller | [0.0,0.0,0.0,-0.07611185215571459]
robot_main , [CONTROLLER] 567993636430 | stability_controller | [-0.07611185215571459,260.9595442589566,-4250.264515826643]
robot_main , [MAIN_LOOP] 567993636483 | robot_frequency | [152.4019314350097,82,149.24569802405588]
robot_main , [CONTROLLER] 567993636483 | speed_controller | [0.0,0.0,0.0,-0.07611185215571459]
robot_main , [CONTROLLER] 567993636483 | stability_controller | [-0.07611185215571459,256.8543374510002,-3333.7660640087934]
robot_main , [MAIN_LOOP] 567993636536 | robot_frequency | [152.21424538688714,90,149.24569802405588]
robot_main , [CONTROLLER] 567993636536 | speed_controller | [0.0,0.0,0.0,-0.07758865268593217]
robot_main , [CONTROLLER] 567993636536 | stability_controller | [-0.07758865268593217,253.75335990045642,-4015.2759720931226]
robot_main , [MAIN_LOOP] 567993636588 | robot_frequency | [152.2777818404087,98,149.24569802405588]
robot_main , [CONTROLLER] 567993636588 | speed_controller | [0.0,0.0,0.1705322265625,-0.06793991667370573]
robot_main , [CONTROLLER] 567993636588 | stability_controller | [-0.06793991667370573,249.88480812857193,-3316.1418486379157]
robot_main , [MAIN_LOOP] 567993636642 | robot_frequency | [153.5647312827793,5,152.16034662875836]
robot_main , [CONTROLLER] 567993636642 | speed_controller | [0.0,0.0,0.0,-0.07988848812780634]
robot_main , [CONTROLLER] 567993636642 | stability_controller | [-0.07988848812780634,246.96437591944175,-4020.808350880252]
robot_main , [MAIN_LOOP] 567993636696 | robot_frequency | [148.9960245866531,13,152.16034662875836]
robot_main , [CONTROLLER] 567993636696 | speed_controller | [0.0,0.0,-11.9921875,-0.8492578657753329]
robot_main , [CONTROLLER] 567993636696 | stability_controller | [-0.8492578657753329,243.09567542382823,-3903.449549990512]
robot_main , [MAIN_LOOP] 567993636750 | robot_frequency | [149.0356278339404,21,152.16034662875836]
robot_main , [CONTROLLER] 567993636750 | speed_controller | [0.0,0.0,0.0,-0.09002901839646801]
robot_main , [CONTROLLER] 567993636750 | stability_controller | [-0.09002901839646801,240.23361795142552,-3677.714622462982]
robot_main , [MAIN_LOOP] 567993636803 | robot_frequency | [150.01947560059423,29,152.16034662875836]
robot_main , [CONTROLLER] 567993636803 | speed_controller | [0.0,0.0,0.0,-0.09519646080113307]
robot_main , [CONTROLLER] 567993636803 | stability_controller | [-0.09519646080113307,236.42414353453728,-2473.5313051230787]
robot_main , [MAIN_LOOP] 567993636855 | robot_frequency | [150.7755884311639,37,152.16034662875836]
robot_main , [CONTROLLER] 567993636855 | speed_controller | [0.0,0.0,0.0,-0.09519646080113307]
robot_main , [CONTROLLER] 567993636855 | stability_controller | [-0.09519646080113307,233.67363299610648,-2940.009855598366]
robot_main , [MAIN_LOOP] 567993636907 | robot_frequency | [151.24400730884705,45,152.16034662875836]
robot_main , [CONTROLLER] 567993636907 | speed_controller | [0.0,0.0,0.0,-0.09593338351957209]
robot_main , [CONTROLLER] 567993636907 | stability_controller | [-0.09593338351957209,230.8607019780437,-3764.4429999182103]
robot_main , [MAIN_LOOP] 567993636959 | robot_frequency | [151.5799797810059,53,152.16034662875836]
robot_main , [CONTROLLER] 567993636959 | speed_controller | [0.0,0.0,0.0,-0.09586842193063057]
robot_main , [CONTROLLER] 567993636959 | stability_controller | [-0.09586842193063057,228.0324115627329,-3713.0662263118425]
robot_main , [MAIN_LOOP] 567993637011 | robot_frequency | [151.74428918162437,61,152.16034662875836]
robot_main , [CONTROLLER] 567993637011 | speed_controller | [0.0,0.0,0.0,-0.09586842193063057]
robot_main , [CONTROLLER] 567993637011 | stability_controller | [-0.09586842193063057,224.1718499669753,-2590.705933966453]
robot_main , [MAIN_LOOP] 567993637064 | robot_frequency | [151.9558518329086,69,152.16034662875836]
robot_main , [CONTROLLER] 567993637064 | speed_controller | [0.0,0.0,0.0,-0.09586842193063057]
robot_main , [CONTROLLER] 567993637064 | stability_controller | [-0.09586842193063057,221.28376441878095,-3599.8529446808607]
robot_main , [MAIN_LOOP] 567993637116 | robot_frequency | [152.0091799866755,77,152.16034662875836]
robot_main , [CONTROLLER] 567993637116 | speed_controller | [0.0,0.0,0.0,-0.09586842193063057]
robot_main , [CONTROLLER] 567993637116 | stability_controller | [-0.09586842193063057,218.42567064934684,-3552.988333937323]
robot_main , [MAIN_LOOP] 567993637169 | robot_frequency | [151.97306553492112,85,152.16034662875836]
robot_main , [CONTROLLER] 567993637169 | speed_controller | [0.0,0.0,0.0,-0.09736923308590485]
robot_main , [CONTROLLER] 567993637169 | stability_controller | [-0.09736923308590485,214.6103008882879,-2294.9100854993603]
robot_main , [MAIN_LOOP] 567993637221 | robot_frequency | [152.09462687178845,93,152.16034662875836]
robot_main , [CONTROLLER] 567993637221 | speed_controller | [0.0,0.0,0.0,-0.09736923308590485]
robot_main , [CONTROLLER] 567993637221 | stability_controller | [-0.09736923308590485,211.78527364324768,-3453.537009136617]
robot_main , [MAIN_LOOP] 567993637273 | robot_frequency | [0,0,152.18316170260695]
